Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,68.04000091552734,67.25,67.73999786376953,67.62999725341797,5799500.0,58.99477005004883
2017-01-04,68.79000091552734,67.76000213623047,68.16999816894531,67.8499984741211,7553000.0,59.18667221069336
2017-01-05,68.2699966430664,67.48999786376953,67.97000122070312,67.93000030517578,8173400.0,59.256465911865234
2017-01-06,68.31999969482422,67.77999877929688,67.94000244140625,68.2300033569336,4925900.0,59.518165588378906
2017-01-09,68.33000183105469,67.86000061035156,68.2300033569336,67.94999694824219,4815900.0,59.27391052246094
2017-01-10,68.16999816894531,67.55000305175781,68.13999938964844,67.72000122070312,5226800.0,59.07328414916992
2017-01-11,68.08000183105469,67.54000091552734,67.77999877929688,67.6500015258789,5618700.0,59.01221466064453
2017-01-12,67.69000244140625,67.27999877929688,67.47000122070312,67.51000213623047,5007000.0,58.89009094238281
2017-01-13,67.69000244140625,67.27999877929688,67.4800033569336,67.58000183105469,4073100.0,58.95115661621094
2017-01-17,68.5199966430664,67.54000091552734,67.81999969482422,68.4800033569336,9012500.0,59.736236572265625
2017-01-18,69.19999694824219,68.55000305175781,68.55999755859375,69.16000366210938,8063400.0,60.32941436767578
2017-01-19,69.5999984741211,69.01000213623047,69.13999938964844,69.55000305175781,7853600.0,60.669620513916016
2017-01-20,70.11000061035156,69.6500015258789,69.66000366210938,70.01000213623047,10188200.0,61.07088851928711
2017-01-23,70.62999725341797,70.0,70.22000122070312,70.55000305175781,6508800.0,61.54193878173828
2017-01-24,70.79000091552734,70.4000015258789,70.55000305175781,70.76000213623047,6510500.0,61.725128173828125
2017-01-25,71.22000122070312,70.7699966430664,71.04000091552734,70.95999908447266,6112700.0,61.89958190917969
2017-01-26,71.0999984741211,70.63999938964844,71.06999969482422,70.8499984741211,5969700.0,61.803627014160156
2017-01-27,71.05000305175781,70.5999984741211,70.8499984741211,71.02999877929688,5915600.0,61.96064376831055
2017-01-30,71.38999938964844,70.81999969482422,70.9800033569336,71.30000305175781,8574700.0,62.1961669921875
2017-01-31,71.44000244140625,70.97000122070312,71.33000183105469,71.18000030517578,11463000.0,62.091495513916016
2017-02-01,72.0,68.80000305175781,69.95999908447266,71.38999938964844,11416300.0,62.274681091308594
2017-02-02,72.08000183105469,71.33000183105469,71.66000366210938,71.44999694824219,8108500.0,62.327022552490234
2017-02-03,71.95999908447266,71.06999969482422,71.48999786376953,71.48999786376953,6817400.0,62.361915588378906
2017-02-06,71.80000305175781,71.29000091552734,71.4000015258789,71.29000091552734,5192500.0,62.18743896484375
2017-02-07,72.2699966430664,71.48999786376953,71.52999877929688,72.19999694824219,5239900.0,62.98126220703125
2017-02-08,72.58999633789062,72.04000091552734,72.11000061035156,72.1500015258789,4848500.0,62.9376335144043
2017-02-09,72.55000305175781,71.91000366210938,72.1500015258789,72.48999786376953,5183200.0,63.234222412109375
2017-02-10,72.58000183105469,72.16999816894531,72.38999938964844,72.41999816894531,4154900.0,63.17316436767578
2017-02-13,72.58999633789062,71.98999786376953,72.47000122070312,72.04000091552734,5175800.0,62.841678619384766
2017-02-14,72.20999908447266,71.68000030517578,72.0,71.87999725341797,5120200.0,62.70211410522461
2017-02-15,72.2699966430664,71.52999877929688,71.72000122070312,72.16999816894531,5222300.0,62.95508575439453
2017-02-16,72.70999908447266,72.01000213623047,72.16999816894531,72.70999908447266,5594000.0,63.42615509033203
2017-02-17,72.9800033569336,72.37999725341797,72.4000015258789,72.97000122070312,5568400.0,63.652950286865234
2017-02-21,73.7300033569336,72.75,72.79000091552734,73.6500015258789,5329300.0,64.2461166381836
2017-02-22,73.76000213623047,73.29000091552734,73.55000305175781,73.5999984741211,4401200.0,64.20250701904297
2017-02-23,74.55000305175781,73.69000244140625,73.80999755859375,74.45999908447266,4116800.0,64.95268249511719
2017-02-24,74.70999908447266,74.26000213623047,74.36000061035156,74.43000030517578,4960000.0,64.926513671875
2017-02-27,74.76000213623047,74.44000244140625,74.4800033569336,74.58999633789062,6320000.0,65.06610107421875
2017-02-28,75.13999938964844,74.30000305175781,74.31999969482422,74.91999816894531,7160900.0,65.35395812988281
2017-03-01,75.75,74.66999816894531,74.9800033569336,75.5999984741211,6044100.0,65.94711303710938
2017-03-02,76.04000091552734,75.2699966430664,75.5199966430664,75.72000122070312,7491100.0,66.05181121826172
2017-03-03,75.80000305175781,74.95999908447266,75.80000305175781,75.56999969482422,6041500.0,65.92095947265625
2017-03-06,75.61000061035156,74.95999908447266,75.55000305175781,75.58000183105469,5762400.0,65.92967224121094
2017-03-07,76.30000305175781,75.2699966430664,75.2699966430664,76.0999984741211,6108300.0,66.38329315185547
2017-03-08,76.12000274658203,75.55999755859375,75.79000091552734,75.83999633789062,4860500.0,66.15648651123047
2017-03-09,76.44000244140625,75.9000015258789,75.98999786376953,76.19000244140625,5344900.0,66.46180725097656
2017-03-10,76.55000305175781,76.12999725341797,76.41999816894531,76.44999694824219,6877500.0,66.6885986328125
2017-03-13,76.19999694824219,75.38999938964844,75.94000244140625,75.6500015258789,6836200.0,66.52153015136719
2017-03-14,75.80000305175781,75.13999938964844,75.70999908447266,75.33999633789062,8255500.0,66.24893188476562
2017-03-15,75.81999969482422,75.11000061035156,75.58000183105469,75.66999816894531,8470800.0,66.53911590576172
